time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-16T20:40:01.230Z,38.8363342,-122.7825012,1.31,0.53,md,8,109,0.006466,0.03,nc,nc72752955,2017-01-16T20:55:02.455Z,"5km WNW of Cobb, California",earthquake,0.5,0.89,0.02,2,automatic,nc,nc
2017-01-16T20:20:24.483Z,38.3574,-118.8137,5.7,1,ml,6,267.01,0.107,0.11,nn,nn00574291,2017-01-16T20:37:30.246Z,"24km SW of Hawthorne, Nevada",earthquake,,3.4,0.26,2,reviewed,nn,nn
2017-01-16T20:09:46.949Z,63.0788,-149.2172,80.9,2.3,ml,,,,0.55,ak,ak15081169,2017-01-16T20:20:04.632Z,"37km SSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T20:09:00.500Z,18.6947,-64.2864,51,3.2,Md,4,345.6,1.01958785,0.15,pr,pr17016011,2017-01-17T01:11:16.604Z,"46km NE of Road Town, British Virgin Islands",earthquake,4.1,6.2,0,3,reviewed,pr,pr
2017-01-16T19:36:21.093Z,58.943,-151.2411,35.8,2.5,ml,,,,0.51,ak,ak15081168,2017-01-16T19:42:09.620Z,"79km SSE of Homer, Alaska",earthquake,,5.2,,,automatic,ak,ak
2017-01-16T19:07:20.890Z,55.5225,160.077,198.42,5,mb,,97,2.64,0.84,us,us10007tjn,2017-01-16T19:23:18.040Z,"97km ESE of Esso, Russia",earthquake,10.2,8.4,0.062,83,reviewed,us,us
2017-01-16T19:03:20.250Z,34.1685,-117.4315,10.05,1.08,ml,26,73,0.06901,0.2,ci,ci37569503,2017-01-16T19:07:10.448Z,"6km SSW of Devore, CA",earthquake,0.4,0.71,0.22,31,automatic,ci,ci
2017-01-16T19:03:12.610Z,33.7221667,-117.5178333,24.27,1.47,ml,13,151,0.05112,0.38,ci,ci37569495,2017-01-16T19:06:54.100Z,"9km NE of Trabuco Canyon, CA",earthquake,1.31,3.26,0.498,9,automatic,ci,ci
2017-01-16T18:58:45.983Z,61.2207,-149.9946,31.3,2.4,ml,,,,0.8,ak,ak15080780,2017-01-16T19:18:15.918Z,"5km W of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-16T18:47:44.800Z,46.3833333,-122.6223333,6.99,1.25,ml,6,333,0.2092,0.06,uw,uw61228957,2017-01-16T20:34:08.140Z,"25km ENE of Castle Rock, Washington",earthquake,1.45,3.9,0.109,6,reviewed,uw,uw
2017-01-16T18:45:43.880Z,48.8461667,-122.8226667,19,1.99,ml,10,126,0.1395,0.24,uw,uw61228952,2017-01-17T02:48:52.650Z,"9km SW of Birch Bay, Washington",earthquake,0.88,1.22,0.166,6,reviewed,uw,uw
2017-01-16T18:45:00.300Z,34.0086667,-118.8648333,12.96,1.98,ml,9,214,0.07595,0.24,ci,ci37569487,2017-01-17T02:47:41.700Z,"5km W of Malibu, CA",earthquake,1.53,2.22,0.229,22,automatic,ci,ci
2017-01-16T18:33:33.250Z,33.8796667,-117.7178333,5.38,2.16,ml,71,60,0.07839,0.18,ci,ci37569479,2017-01-16T19:56:15.557Z,"9km E of Yorba Linda, CA",earthquake,0.17,0.59,0.201,27,automatic,ci,ci
2017-01-16T18:26:51.980Z,34.318,-116.9611667,9.81,1.35,ml,43,61,0.06486,0.24,ci,ci37569471,2017-01-16T18:37:53.090Z,"9km NNW of Big Bear Lake, CA",earthquake,0.34,0.53,0.258,31,automatic,ci,ci
2017-01-16T18:24:46.470Z,38.7726669,-122.7405014,0.45,0.82,md,8,96,0.01096,0.01,nc,nc72752930,2017-01-16T18:40:03.163Z,"1km ESE of The Geysers, California",earthquake,0.56,1.05,0.37,3,automatic,nc,nc
2017-01-16T18:23:13.610Z,19.4053326,-155.2826691,1.43,1.96,ml,19,38,0.006866,0.13,hv,hv61565526,2017-01-16T18:28:54.540Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.19,0.33,6,automatic,hv,hv
2017-01-16T18:19:48.100Z,34.039,-117.25,14.3,0.8,ml,22,80,0.07724,0.22,ci,ci37569463,2017-01-16T18:23:35.361Z,"2km SE of Loma Linda, CA",earthquake,0.45,0.89,0.155,18,automatic,ci,ci
2017-01-16T18:19:18.200Z,38.4131,-118.9172,9.1,0.9,ml,6,193.4,0.127,0.1547,nn,nn00574321,2017-01-16T22:51:41.076Z,"28km WSW of Hawthorne, Nevada",earthquake,,3.6,0.02,2,reviewed,nn,nn
2017-01-16T18:12:16.623Z,38.4145,-118.8809,10.8,0.9,ml,8,187.69,0.1,0.201,nn,nn00574319,2017-01-16T22:45:30.238Z,"25km WSW of Hawthorne, Nevada",earthquake,,2.1,0.06,2,reviewed,nn,nn
2017-01-16T18:08:25.264Z,38.4172,-118.7436,11.9,1.8,ml,15,130.76,0.044,0.1617,nn,nn00574260,2017-01-16T18:25:28.219Z,"15km SW of Hawthorne, Nevada",earthquake,,1,0.26,5,reviewed,nn,nn
2017-01-16T17:53:26.933Z,38.3993,-118.924,7.6,1.2,ml,8,208.73,0.137,0.1751,nn,nn00574318,2017-01-16T22:36:15.169Z,"29km WSW of Hawthorne, Nevada",earthquake,,3,0.17,2,reviewed,nn,nn
2017-01-16T17:30:10.115Z,64.9655,-147.226,0,1.4,ml,,,,0.84,ak,ak15080401,2017-01-16T17:38:17.243Z,"23km NE of Badger, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-16T17:30:09.980Z,33.9991667,-116.9753333,9.44,1.35,ml,42,44,0.0777,0.21,ci,ci37569439,2017-01-16T17:33:52.607Z,"7km E of Calimesa, CA",earthquake,0.25,0.75,0.174,30,automatic,ci,ci
2017-01-16T17:24:53.630Z,33.1463333,-116.6451667,1.99,1.82,ml,52,66,0.0527,0.2,ci,ci37569431,2017-01-16T17:28:34.916Z,"8km NNW of Julian, CA",earthquake,0.26,0.45,0.155,26,automatic,ci,ci
2017-01-16T17:13:21.476Z,38.4352,-118.8996,6.5,1.6,ml,13,85.7,0.107,0.1639,nn,nn00574314,2017-01-16T22:20:43.341Z,"25km WSW of Hawthorne, Nevada",earthquake,,1.4,0.37,6,reviewed,nn,nn
2017-01-16T17:01:58.604Z,38.698,-118.4755,10.4,0.9,ml,5,192.01,0.079,0.0572,nn,nn00574313,2017-01-16T22:11:10.043Z,"23km NE of Hawthorne, Nevada",earthquake,,4.4,0.52,3,reviewed,nn,nn
2017-01-16T16:59:25.267Z,38.4284,-118.8939,8.8,1,ml,9,167.94,0.105,0.201,nn,nn00574310,2017-01-16T22:04:56.739Z,"25km WSW of Hawthorne, Nevada",earthquake,,2.8,0.04,2,reviewed,nn,nn
2017-01-16T16:41:36.884Z,38.3868,-118.8986,8.1,1.5,ml,14,82.37,0.126,0.138,nn,nn00574306,2017-01-16T21:49:30.907Z,"28km WSW of Hawthorne, Nevada",earthquake,,1.3,0.3,3,reviewed,nn,nn
2017-01-16T16:05:20.175Z,56.3862,-157.1078,46.8,3,ml,,,,0.6,ak,ak15080367,2017-01-16T16:21:50.035Z,"103km E of Chignik Lake, Alaska",earthquake,,3.2,,,automatic,ak,ak
2017-01-16T15:48:00.746Z,38.0519,-118.997,7,1.1,ml,6,257.62,0.171,0.0932,nn,nn00574303,2017-01-16T21:39:56.539Z,"30km SE of Bridgeport, California",earthquake,,6.5,0.1,2,reviewed,nn,nn
2017-01-16T15:46:57.300Z,38.8411674,-122.8264999,1.35,0.71,md,9,126,0.007476,0.01,nc,nc72752890,2017-01-16T16:05:11.828Z,"9km WNW of Cobb, California",earthquake,0.38,0.65,0.09,2,automatic,nc,nc
2017-01-16T15:44:18.078Z,38.0507,-118.9917,6.5,1,ml,6,257.02,0.167,0.1447,nn,nn00574249,2017-01-16T17:10:25.416Z,"30km SE of Bridgeport, California",earthquake,,7.1,0.04,2,reviewed,nn,nn
2017-01-16T15:43:17.966Z,38.0504,-118.9989,7.6,1.1,ml,6,213.8,0.237,0.0944,nn,nn00574241,2017-01-16T17:04:15.236Z,"30km SE of Bridgeport, California",earthquake,,9.5,0.1,2,reviewed,nn,nn
2017-01-16T15:41:19.650Z,46.8525,-121.7573333,1.92,0.49,ml,7,123,0.0245,0.04,uw,uw61228937,2017-01-16T16:56:55.620Z,"28km NNW of Packwood, Washington",earthquake,0.34,0.67,0.125,7,reviewed,uw,uw
2017-01-16T15:40:04.188Z,38.4115,-118.9203,8,0.9,ml,8,176.49,0.13,0.1311,nn,nn00574301,2017-01-16T21:27:34.399Z,"28km WSW of Hawthorne, Nevada",earthquake,,3.9,0.12,2,reviewed,nn,nn
2017-01-16T15:38:51.580Z,38.8409996,-122.8266678,1.74,0.71,md,7,77,0.007296,0.01,nc,nc72752885,2017-01-16T15:54:05.806Z,"9km WNW of Cobb, California",earthquake,0.39,0.74,0.09,2,automatic,nc,nc
2017-01-16T15:15:23.680Z,38.8166656,-122.8228302,3,0.98,md,14,71,0.009231,0.02,nc,nc72752880,2017-01-16T15:31:04.755Z,"7km NW of The Geysers, California",earthquake,0.29,0.63,0.13,5,automatic,nc,nc
2017-01-16T15:07:25.465Z,63.2538,-151.3976,6.5,1.4,ml,,,,0.85,ak,ak15079995,2017-01-16T15:22:25.479Z,"122km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T15:06:36.730Z,-7.6425,129.9771,10,5.3,mb,,39,1.352,0.7,us,us10007tiy,2017-01-16T16:10:12.040Z,"151km WNW of Saumlaki, Indonesia",earthquake,7.3,1.7,0.055,110,reviewed,us,us
2017-01-16T15:02:04.890Z,-17.1073,-174.8914,248.98,4.7,mb,,127,4.372,0.46,us,us10007tiz,2017-01-16T16:24:12.040Z,"176km SW of Hihifo, Tonga",earthquake,17.1,19.5,0.13,18,reviewed,us,us
2017-01-16T14:57:04.763Z,38.4315,-118.901,6.9,1.1,ml,8,214.53,0.109,0.1315,nn,nn00574230,2017-01-16T16:54:55.494Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.1,0.01,2,reviewed,nn,nn
2017-01-16T14:49:38.641Z,38.3476,-118.8887,7.3,1,ml,8,229.19,0.146,0.1364,nn,nn00574229,2017-01-16T16:51:41.522Z,"30km SW of Hawthorne, Nevada",earthquake,,2,0.16,3,reviewed,nn,nn
2017-01-16T14:47:49.660Z,33.9571667,-116.7691667,13.73,0.77,ml,25,69,0.08414,0.2,ci,ci37569367,2017-01-16T14:51:28.822Z,"5km NNE of Cabazon, CA",earthquake,0.4,0.82,0.13,26,automatic,ci,ci
2017-01-16T14:46:39.700Z,18.6352,-66.666,99,3.1,Md,15,219.6,0.20391757,0.23,pr,pr17016009,2017-01-16T15:42:44.040Z,"16km NNE of Arecibo, Puerto Rico",earthquake,1.5,0.8,0,13,reviewed,pr,pr
2017-01-16T14:42:47.805Z,38.431,-118.8596,6.7,0.7,ml,6,280.8,0.078,0.1389,nn,nn00574330,2017-01-16T23:41:03.472Z,"22km WSW of Hawthorne, Nevada",earthquake,,3.6,0.03,2,reviewed,nn,nn
2017-01-16T14:38:59.558Z,38.3222,-118.9428,6.7,1.2,ml,11,101.92,0.194,0.1482,nn,nn00574227,2017-01-16T17:19:48.940Z,"26km ENE of Bridgeport, California",earthquake,,1.7,0.22,5,reviewed,nn,nn
2017-01-16T14:34:36.350Z,-27.7922,-71.6015,10.51,4,ml,,193,0.621,0.5,us,us10007tiu,2017-01-16T15:39:28.040Z,"119km NW of Vallenar, Chile",earthquake,5.1,11.5,,,reviewed,us,guc
2017-01-16T14:21:49.040Z,40.1823,142.253,51.99,4.5,mb,,135,1.09,0.6,us,us10007tit,2017-01-16T15:15:09.040Z,"65km NNE of Miyako, Japan",earthquake,7.2,5.7,0.109,25,reviewed,us,us
2017-01-16T14:16:38.535Z,66.3277,-149.7553,2.3,2.1,ml,,,,0.83,ak,ak15079630,2017-01-16T14:32:06.947Z,"105km S of Coldfoot, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-16T14:13:32.858Z,38.3925,-118.894,11,1.7,ml,14,73.63,0.12,0.1269,nn,nn00574223,2017-01-17T02:37:18.610Z,"27km WSW of Hawthorne, Nevada",earthquake,,1.9,0.24,8,reviewed,nn,nn
2017-01-16T14:04:35.012Z,38.4249,-118.9137,7.6,0.9,ml,6,276.38,0.365,0.1028,nn,nn00574299,2017-01-17T02:38:47.073Z,"27km WSW of Hawthorne, Nevada",earthquake,,3.7,0.05,2,reviewed,nn,nn
2017-01-16T14:00:24.457Z,38.3856,-118.8971,7.9,1.3,ml,10,163.34,0.126,0.1427,nn,nn00574222,2017-01-17T02:37:16.335Z,"28km WSW of Hawthorne, Nevada",earthquake,,2.8,0.63,5,reviewed,nn,nn
2017-01-16T13:47:27.032Z,38.2783,-118.8135,9.3,0.4,ml,5,219.9,0.217,0.0265,nn,nn00574296,2017-01-17T02:38:45.589Z,"31km SSW of Hawthorne, Nevada",earthquake,,20.2,0.21,2,reviewed,nn,nn
2017-01-16T13:35:45.300Z,38.7928352,-122.7583313,0.98,2.86,md,47,47,0.01942,0.07,nc,nc72752870,2017-01-16T15:43:18.345Z,"1km N of The Geysers, California",earthquake,0.15,0.23,0.11,38,automatic,nc,nc
2017-01-16T13:22:41.050Z,35.7825,-117.6671667,4.06,1.07,ml,19,77,0.06563,0.17,ci,ci37569359,2017-01-16T13:26:16.141Z,"18km N of Ridgecrest, CA",earthquake,0.3,0.7,0.124,16,automatic,ci,ci
2017-01-16T13:12:11.106Z,38.3705,-118.8915,10.5,1,ml,9,177.18,0.326,0.103,nn,nn00574218,2017-01-17T02:37:14.397Z,"28km SW of Hawthorne, Nevada",earthquake,,4.4,0.03,2,reviewed,nn,nn
2017-01-16T12:58:59.735Z,38.3528,-118.9186,12.9,0.8,ml,8,179.03,0.309,0.1097,nn,nn00574217,2017-01-17T02:37:12.210Z,"29km ENE of Bridgeport, California",earthquake,,10.3,0.25,3,reviewed,nn,nn
2017-01-16T12:46:38.680Z,33.2395,-116.6661667,8.36,0.44,ml,10,76,0.04325,0.12,ci,ci37569351,2017-01-16T12:50:03.307Z,"6km SSW of Warner Springs, CA",earthquake,0.36,0.68,0.122,5,automatic,ci,ci
2017-01-16T12:45:15.468Z,37.2024,-116.6957,7,0.2,ml,11,195.4,0.062,0.1704,nn,nn00574294,2017-01-17T02:38:44.242Z,"33km N of Beatty, Nevada",earthquake,,1.5,0.54,6,reviewed,nn,nn
2017-01-16T12:44:25.514Z,58.101,-157.1897,0,2.4,ml,,,,0.6,ak,ak15079264,2017-01-16T12:52:11.254Z,"72km SSW of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T12:43:41.950Z,33.5491667,-115.9403333,11.52,0.87,ml,19,226,0.007847,0.35,ci,ci37569343,2017-01-16T12:47:17.211Z,"2km N of North Shore, CA",earthquake,1.91,1.06,0.139,15,automatic,ci,ci
2017-01-16T12:42:12.570Z,3.2547,98.5438,10,5.7,mb,,31,0.674,1.44,us,us10007tii,2017-01-17T12:32:13.347Z,"18km NNE of Kabanjahe, Indonesia",earthquake,4.9,1.1,0.048,157,reviewed,us,us
2017-01-16T12:19:40.790Z,46.2073333,-122.178,7.67,0.08,ml,6,215,0.01042,0.17,uw,uw61228932,2017-01-16T17:00:40.140Z,"39km NNE of Amboy, Washington",earthquake,0.83,1.24,0.091,4,reviewed,uw,uw
2017-01-16T12:03:38.372Z,38.3888,-118.9357,12,1.1,ml,7,181.37,0.365,0.1748,nn,nn00574293,2017-01-17T02:38:42.147Z,"29km ENE of Bridgeport, California",earthquake,,15,0.09,2,reviewed,nn,nn
2017-01-16T11:52:28.160Z,33.4711667,-116.4875,7.17,0.81,ml,28,99,0.07335,0.15,ci,ci37569335,2017-01-16T11:56:14.413Z,"20km ESE of Anza, CA",earthquake,0.23,0.67,0.128,27,automatic,ci,ci
2017-01-16T11:34:45.920Z,38.8400002,-122.7811661,0.92,0.89,md,11,94,0.00454,0.01,nc,nc72752865,2017-01-16T11:51:04.162Z,"5km WNW of Cobb, California",earthquake,0.51,0.75,0.07,3,automatic,nc,nc
2017-01-16T11:31:05.179Z,60.2552,-141.2783,8.1,2.5,ml,,,,0.8,ak,ak15078910,2017-01-16T11:50:26.982Z,"67km ENE of Cape Yakataga, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-01-16T11:28:15.163Z,63.5046,-151.228,1.9,1.5,ml,,,,0.79,ak,ak15078908,2017-01-16T11:35:17.752Z,"114km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-16T11:27:37.040Z,35.4965,-84.037,16.77,1.98,md,10,82,0.03312,0.06,se,se60033103,2017-01-16T14:05:01.500Z,"21km ESE of Vonore, Tennessee",earthquake,0.43,0.54,0.049,6,reviewed,se,se
2017-01-16T11:26:14.074Z,61.7573,-148.1787,3.8,1.5,ml,,,,0.65,ak,ak15078905,2017-01-16T11:35:17.495Z,"35km E of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T11:19:22.120Z,37.5726662,-118.8426666,3.54,1.71,md,21,165,0.02041,0.03,nc,nc72752860,2017-01-16T11:40:03.146Z,"14km SE of Mammoth Lakes, California",earthquake,0.46,0.36,0.11,18,automatic,nc,nc
2017-01-16T11:06:37.190Z,38.7960014,-122.7565002,0.58,0.87,md,6,135,0.02003,0.01,nc,nc72752855,2017-01-16T11:28:03.097Z,"2km N of The Geysers, California",earthquake,0.75,1.65,0.08,3,automatic,nc,nc
2017-01-16T11:03:59.050Z,46.4795,-122.3811667,20.66,0.9,ml,9,239,0.129,0.08,uw,uw61228922,2017-01-16T16:55:22.110Z,"11km SW of Morton, Washington",earthquake,0.81,1,0.145,6,reviewed,uw,uw
2017-01-16T11:02:37.510Z,33.3495,-116.3275,10.72,0.73,ml,22,126,0.1105,0.2,ci,ci37569319,2017-01-16T11:06:12.911Z,"11km NNE of Borrego Springs, CA",earthquake,0.41,0.8,0.182,18,automatic,ci,ci
2017-01-16T11:01:44.300Z,35.7805,-117.6675,2.98,1.99,ml,29,50,0.06689,0.17,ci,ci37569311,2017-01-16T11:12:46.430Z,"18km N of Ridgecrest, CA",earthquake,0.21,0.44,0.084,25,automatic,ci,ci
2017-01-16T10:50:54.038Z,64.8282,-147.3301,13.7,2.3,ml,,,,0.63,ak,ak15078898,2017-01-17T12:12:29.729Z,"8km N of North Pole, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-16T10:29:09.590Z,38.7856674,-122.7358322,1.57,1.4,md,11,75,0.002525,0.02,nc,nc72752840,2017-01-16T10:44:02.997Z,"2km ENE of The Geysers, California",earthquake,0.29,0.63,0.13,6,automatic,nc,nc
2017-01-16T10:27:55.279Z,61.9145,-151.3452,71.6,2.1,ml,,,,0.4,ak,ak15078894,2017-01-16T10:33:23.266Z,"71km WNW of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-01-16T10:09:25.673Z,38.3932,-118.8876,11.2,1.2,ml,11,161.23,0.115,0.1502,nn,nn00574214,2017-01-17T02:37:10.631Z,"27km WSW of Hawthorne, Nevada",earthquake,,2.6,0.63,5,reviewed,nn,nn
2017-01-16T10:07:32.920Z,33.7195,-116.8208333,16.92,0.3,ml,10,103,0.0893,0.06,ci,ci37569303,2017-01-16T10:11:07.193Z,"7km ESE of Valle Vista, CA",earthquake,0.37,0.5,0.207,10,automatic,ci,ci
2017-01-16T09:39:21.080Z,33.2971667,-115.6948333,2.49,1.19,ml,18,120,0.06398,0.22,ci,ci37569295,2017-01-16T09:42:57.338Z,"7km SSE of Bombay Beach, CA",earthquake,0.6,0.88,0.204,22,automatic,ci,ci
2017-01-16T09:37:43.450Z,33.4913333,-116.8033333,2.74,0.18,ml,13,76,0.09219,0.15,ci,ci37569287,2017-01-16T09:41:25.587Z,"8km NE of Aguanga, CA",earthquake,0.43,31.61,0.062,6,automatic,ci,ci
2017-01-16T09:30:55.970Z,33.2408333,-116.6635,8.07,0.67,ml,21,78,0.04374,0.19,ci,ci37569279,2017-01-16T09:34:37.107Z,"5km SSW of Warner Springs, CA",earthquake,0.35,0.72,0.187,15,automatic,ci,ci
2017-01-16T09:24:18.612Z,38.3919,-118.8773,9.4,0.8,ml,8,167.64,0.109,0.1247,nn,nn00574292,2017-01-17T02:38:40.594Z,"26km SW of Hawthorne, Nevada",earthquake,,3.1,0.01,2,reviewed,nn,nn
2017-01-16T09:20:25.812Z,65.7301,-148.2155,9.5,1.8,ml,,,,0.83,ak,ak15078891,2017-01-16T09:29:08.556Z,"98km N of Ester, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-16T09:17:06.465Z,38.3936,-118.8829,10.2,1.1,ml,10,87.3,0.112,0.1278,nn,nn00574224,2017-01-17T02:37:20.423Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.1,0.06,2,reviewed,nn,nn
2017-01-16T09:07:54.790Z,33.2428333,-116.6653333,8.13,0.66,ml,22,45,0.04612,0.16,ci,ci37569271,2017-01-16T09:11:28.634Z,"5km SW of Warner Springs, CA",earthquake,0.29,0.58,0.198,13,automatic,ci,ci
2017-01-16T09:07:10.100Z,18.7919,-68.0891,87,3.4,Md,11,331.2,0.98185861,0.93,pr,pr17016008,2017-01-16T12:28:40.988Z,"40km NE of Punta Cana, Dominican Republic",earthquake,11.2,14.2,0,11,reviewed,pr,pr
2017-01-16T08:40:25.271Z,37.3351,-117.1099,17,-0.1,ml,7,223.92,0.36,0.1526,nn,nn00574288,2017-01-17T02:38:32.226Z,"42km SSE of Goldfield, Nevada",earthquake,,3,0.16,3,reviewed,nn,nn
2017-01-16T08:40:12.635Z,38.4052,-118.9155,8.1,1.1,ml,11,89.97,0.129,0.1162,nn,nn00574210,2017-01-17T02:37:08.796Z,"28km WSW of Hawthorne, Nevada",earthquake,,4.5,0.59,3,reviewed,nn,nn
2017-01-16T08:38:17.000Z,34.5998333,-118.6381667,6.41,1.39,ml,38,76,0.07189,0.22,ci,ci37569263,2017-01-16T08:49:34.850Z,"12km N of Castaic, CA",earthquake,0.32,0.81,0.136,29,automatic,ci,ci
2017-01-16T08:38:07.804Z,64.2205,-150.178,11.6,1.5,ml,,,,1.09,ak,ak15078888,2017-01-16T08:47:06.206Z,"65km SW of North Nenana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-16T08:20:58.500Z,-48.8595,31.15,10,4.8,mb,,74,15.973,1.39,us,us10007ti6,2017-01-16T12:33:30.040Z,"South of Africa",earthquake,9.5,1.8,0.121,21,reviewed,us,us
2017-01-16T08:15:26.590Z,34.2145,-117.4153333,11.88,0.7,ml,24,53,0.05704,0.15,ci,ci37569255,2017-01-16T08:19:10.032Z,"2km WSW of Devore, CA",earthquake,0.28,0.61,0.201,19,automatic,ci,ci
2017-01-16T08:08:58.330Z,36.0081667,-117.3598333,1.17,1.02,ml,11,108,0.1159,0.14,ci,ci37569247,2017-01-16T08:12:36.695Z,"27km N of Searles Valley, CA",earthquake,0.4,0.52,0.127,10,automatic,ci,ci
2017-01-16T07:58:16.800Z,38.3362,-118.8792,11.7,0.9,ml,8,150.19,0.306,0.1377,nn,nn00574208,2017-01-17T02:37:06.939Z,"30km SW of Hawthorne, Nevada",earthquake,,8,0.13,2,reviewed,nn,nn
2017-01-16T07:51:45.020Z,34.0356667,-116.7918333,12,0.98,ml,32,70,0.01325,0.23,ci,ci37569239,2017-01-16T07:55:15.659Z,"13km N of Cabazon, CA",earthquake,0.3,0.69,0.125,27,automatic,ci,ci
2017-01-16T07:34:29.594Z,38.4354,-118.9084,5.7,1,ml,9,131.34,0.114,0.1586,nn,nn00574207,2017-01-17T02:37:05.285Z,"26km WSW of Hawthorne, Nevada",earthquake,,5.7,0.11,3,reviewed,nn,nn
2017-01-16T07:32:59.871Z,61.6412,-151.0275,62.5,2.1,ml,,,,0.5,ak,ak15078878,2017-01-16T07:47:44.255Z,"53km WSW of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-16T07:32:52.500Z,18.8325,-67.2587,14,3.1,Md,8,324,0.3880722,0.4,pr,pr17016007,2017-01-16T12:03:23.060Z,"41km NNW of San Antonio, Puerto Rico",earthquake,2.4,3,0,7,reviewed,pr,pr
2017-01-16T07:30:00.038Z,38.4389,-118.9112,0,0.9,ml,7,214.55,0.358,0.2174,nn,nn00574283,2017-01-17T02:38:30.226Z,"26km WSW of Hawthorne, Nevada",earthquake,,0,0.11,3,reviewed,nn,nn
2017-01-16T07:07:29.990Z,38.8115005,-122.7904968,2.74,1.32,md,22,55,0.005152,0.02,nc,nc72752805,2017-01-16T07:09:11.626Z,"4km NW of The Geysers, California",earthquake,0.26,0.44,0.04,6,automatic,nc,nc
2017-01-16T07:02:55.569Z,36.5255,-116.3222,8.5,0.4,ml,14,121.29,0.08,0.0984,nn,nn00574206,2017-01-17T02:37:03.598Z,"46km NW of Pahrump, Nevada",earthquake,,1.9,0.33,11,reviewed,nn,nn
2017-01-16T06:58:05.516Z,62.9999,-149.8286,79.6,1.8,ml,,,,0.44,ak,ak15078877,2017-01-16T07:02:50.214Z,"62km SW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-16T06:48:05.940Z,-8.1477,147.2142,61.7,4.3,mb,,107,1.25,1.13,us,us10007tgn,2017-01-16T14:21:02.040Z,"99km NW of Kokoda, Papua New Guinea",earthquake,10,11.6,0.126,18,reviewed,us,us
2017-01-16T06:37:38.017Z,38.4326,-118.8948,14.5,0.9,ml,7,167.79,0.351,0.1445,nn,nn00574281,2017-01-17T02:38:28.222Z,"25km WSW of Hawthorne, Nevada",earthquake,,9.2,0.03,2,reviewed,nn,nn
2017-01-16T06:31:39.768Z,61.1969,-149.9086,37.1,2.4,ml,,,,0.63,ak,ak15078872,2017-01-16T06:49:33.054Z,"2km S of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T06:30:24.080Z,34.3178333,-116.9656667,9.36,1.71,ml,71,27,0.06672,0.16,ci,ci37569231,2017-01-16T06:41:35.170Z,"10km NNW of Big Bear Lake, CA",earthquake,0.18,0.36,0.18,28,automatic,ci,ci
2017-01-16T06:28:07.700Z,33.3055,-115.6843333,3.66,1.12,ml,13,128,0.06233,0.16,ci,ci37569223,2017-01-16T06:31:46.210Z,"7km SE of Bombay Beach, CA",earthquake,0.62,0.63,0.192,20,automatic,ci,ci
2017-01-16T06:25:17.874Z,63.2956,-145.3226,3.6,1.5,ml,,,,0.41,ak,ak15078870,2017-01-16T06:33:34.391Z,"64km S of Deltana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-16T06:23:31.600Z,18.0249,-65.5952,21,1.8,Md,4,216,0.08174669,0.23,pr,pr17016006,2017-01-16T07:16:34.768Z,"15km WSW of Esperanza, Puerto Rico",earthquake,1.5,1.2,0,3,reviewed,pr,pr
2017-01-16T06:22:59.500Z,34.3188333,-116.9653333,9.67,1.73,ml,67,27,0.0674,0.16,ci,ci37569215,2017-01-16T06:34:28.270Z,"10km NNW of Big Bear Lake, CA",earthquake,0.19,0.35,0.177,26,automatic,ci,ci
2017-01-16T06:18:00.267Z,37.2157,-116.69,6.5,0.3,ml,9,199.31,0.076,0.1451,nn,nn00574204,2017-01-17T02:36:53.390Z,"34km N of Beatty, Nevada",earthquake,,2.4,0.26,7,reviewed,nn,nn
2017-01-16T06:16:15.140Z,32.9636667,-116.568,12.31,0.73,ml,20,64,0.1196,0.25,ci,ci37569207,2017-01-16T06:19:55.028Z,"13km SSE of Julian, CA",earthquake,0.51,1.19,0.121,14,automatic,ci,ci
2017-01-16T06:09:22.429Z,37.3519,-117.1089,12.6,0.2,ml,9,205.74,0.372,0.2108,nn,nn00574278,2017-01-17T02:38:26.559Z,"41km SSE of Goldfield, Nevada",earthquake,,3.3,0.23,4,reviewed,nn,nn
