BASKETID,SECTION,OBJECTID,the_geom,LOCATION_DESCRIPTION,BASKETTYPE,OWNERTYPE,STREETNAME1,STREETNAME2,DIRECTION,STATEPLANE_LABELX,STATEPLANE_LABELY,STATEPLANE_SNAPPEDX,STATEPLANE_SNAPPEDY
20110242,BX011,9457,POINT (-73.9238389068013 40.81273440238753),S corner of 3 AV and E 142 ST,Standard Wire Basket,DSNY-owned,3 AV,E 142 ST,S,1005332.69568355,235384.30684014,1005342.01160981,235395.35931146
20110243,BX011,9458,POINT (-73.9239891098183 40.812636961381735),S corner of 3 AV and E 142 ST,Standard Wire Basket,DSNY-owned,3 AV,E 142 ST,S,1005291.14852256,235348.76950963,1005342.01160981,235395.35931146
30240016,BKN024,9459,POINT (-73.9738758737744 40.687443675921216),NW corner of LAFAYETTE AV and S OXFORD ST,Standard Wire Basket,DSNY-owned,LAFAYETTE AV,S OXFORD ST,NW,991495.48287247,189728.77413563,991534.99001131,189699.28633371
30330008,BKN033,9460,POINT (-73.94143752281623 40.68638025187564),SE corner of THROOP AV and MONROE ST,Standard Wire Basket,DSNY-owned,THROOP AV,MONROE ST,SE,1000491.96586373,189345.68631913,1000458.88128422,189373.84374313
30220015,BKN022,9461,POINT (-73.98576278380159 40.689819225857356),N corner of LIVINGSTON ST and HOYT ST,High-End Basket,BID-owned,LIVINGSTON ST,HOYT ST,N,988198.70993848,190593.49681564,988202.95796149,190559.3400598
31750011,BKN175,9462,POINT (-73.92568556721093 40.64250920615559),NW corner of AV D and E 54 ST,Standard Wire Basket,DSNY-owned,AV D,E 54 ST,NW,1004874.13065581,173365.55128472,1004912.08103923,173343.36399314
31750012,BKN175,9463,POINT (-73.93686373572595 40.64183825222967),NE corner of AV D and E 42 ST,Standard Wire Basket,DSNY-owned,AV D,E 42 ST,NE,1001772.14374957,173118.67087297,1001738.42925006,173084.18144064
30240019,BKN024,9464,POINT (-73.9677055887126 40.693357258349074),NE corner of MYRTLE AV and WAVERLY AV,Standard Wire Basket,DSNY-owned,MYRTLE AV,WAVERLY AV,NE,993205.9121944,191883.83544231,993181.49459231,191866.50279979
30330010,BKN033,9465,POINT (-73.94157049831095 40.68739467099481),NE corner of GATES AV and THROOP AV,Standard Wire Basket,DSNY-owned,GATES AV,THROOP AV,NE,1000454.84028181,189715.24397896,1000411.39122173,189682.59312563
30210014,BKN021,9466,POINT (-73.9921738732363 40.6943566121409),NE corner of MONTAGUE ST and CLINTON ST,High-End Basket,BID-owned,MONTAGUE ST,CLINTON ST,NE,986420.61900649,192246.37572771,986369.55611648,192231.8268723
30330011,BKN033,9467,POINT (-73.93877291185548 40.68769029701419),NE corner of MARCUS GARVEY BLVD and GATES AV,Standard Wire Basket,DSNY-owned,MARCUS GARVEY BLVD,GATES AV,NE,1001230.6284284,189823.47899872,1001199.4473884,189804.24970646
30220016,BKN022,9468,POINT (-73.98802641317451 40.68992210159885),E corner of SMITH ST and SCHERMERHORN ST,High-End Basket,BID-owned,SMITH ST,SCHERMERHORN ST,E,987570.94807065,190630.88355188,987529.72833681,190620.27005605
30210015,BKN021,9469,POINT (-73.99287055072547 40.698039608464995),SW corner of HENRY ST and PINEAPPLE ST,Standard Wire Basket,DSNY-owned,HENRY ST,PINEAPPLE ST,SW,986227.31821197,193588.18341155,986249.41199981,193598.29723647
30330012,BKN033,9470,POINT (-73.93933207998813 40.68844441058564),NW corner of MARCUS GARVEY BLVD and QUINCY ST,Standard Wire Basket,DSNY-owned,MARCUS GARVEY BLVD,QUINCY ST,NW,1001075.3629909,190098.1165728,1001118.78153923,190060.7583798
31750013,BKN175,9471,POINT (-73.93440361939592 40.641967202872955),NW corner of AV D and E 45 ST,Standard Wire Basket,DSNY-owned,AV D,E 45 ST,NW,1002454.8464524,173166.15273339,1002499.32339756,173145.28368063
30240021,BKN024,9472,POINT (-73.9744750601666 40.68733913465677),NE corner of LAFAYETTE AV and S PORTLAND AV,Standard Wire Basket,DSNY-owned,LAFAYETTE AV,S PORTLAND AV,NE,991329.31981897,189690.63772896,991308.32248564,189667.49473064
30210016,BKN021,9473,POINT (-73.98697012246984 40.69483111447438),SE corner of JAY ST and TECH PL,High-End Basket,BID-owned,JAY ST,TECH PL,SE,987863.61546432,192419.42262572,987839.22837398,192451.12105313
31750014,BKN175,9474,POINT (-73.93717436479368 40.64148390521789),SW corner of AV D and E 42 ST,Standard Wire Basket,DSNY-owned,AV D,E 42 ST,SW,1001686.02974856,172989.51069821,1001704.10517173,173030.83837147
30220017,BKN022,9475,POINT (-73.98821261067589 40.68968612236069),S corner of SMITH ST and SCHERMERHORN ST,High-End Basket,DSNY-owned,SMITH ST,SCHERMERHORN ST,S,987519.32284582,190544.90242463,987506.82418315,190571.03294981
30240023,BKN024,9476,POINT (-73.9679732963878 40.693062647445224),SW corner of MYRTLE AV and WAVERLY AV,Standard Wire Basket,DSNY-owned,MYRTLE AV,WAVERLY AV,SW,993131.71385197,191776.47279613,993154.44412148,191813.9340073
30210017,BKN021,9477,POINT (-73.98498649596965 40.69155100978257),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,988413.8843769,191224.47225972,988338.67940179,191227.27802415
30220018,BKN022,9478,POINT (-73.99758152024026 40.69198644571908),NW corner of HICKS ST and STATE ST,Standard Wire Basket,DSNY-owned,HICKS ST,STATE ST,NW,984921.07935464,191382.76689063,984937.86606647,191356.6809848
30210018,BKN021,9479,POINT (-73.99154274641393 40.69652290771577),W corner of CADMAN PLZ W and CLINTON STREET BIKE PATH,Standard Wire Basket,DSNY-owned,CADMAN PLZ W,CLINTON STREET BIKE PATH,W,986595.55697681,193035.63727255,986625.76295315,193017.81283313
30220019,BKN022,9480,POINT (-73.9884509713993 40.68929288238529),E corner of SMITH ST and STATE ST,High-End Basket,BID-owned,SMITH ST,STATE ST,E,987453.2386604,190401.62482405,987406.66985589,190392.47687647
30210019,BKN021,9481,POINT (-73.99293808484343 40.69354339929465),SW corner of REMSEN ST and CLINTON ST,High-End Basket,DSNY-owned,REMSEN ST,CLINTON ST,SW,986208.72376098,191950.08038855,986241.59377398,191963.99604313
30240026,BKN024,9482,POINT (-73.96803550229858 40.69335384925151),NW corner of MYRTLE AV and WAVERLY AV,Standard Wire Basket,DSNY-owned,MYRTLE AV,WAVERLY AV,NW,993114.42484456,191882.5598543,993144.76238231,191861.33548731
30210020,BKN021,9483,POINT (-73.9826840757802 40.69019796053183),SW corner of DEKALB AVENUE and BOND ST,High-End Basket,BID-owned,DEKALB AVENUE,BOND ST,SW,989052.4795564,190731.63466272,989005.13253823,190640.93668138
30220020,BKN022,9484,POINT (-73.98861655338806 40.68905951459574),S corner of SMITH ST and STATE ST,High-End Basket,BID-owned,SMITH ST,STATE ST,S,987407.32963148,190316.59612271,987391.10951956,190367.1593418
31750015,BKN175,9485,POINT (-73.94862088934154 40.640132385496486),NW corner of NOSTRAND AV and NEWKIRK AV,Standard Wire Basket,DSNY-owned,NOSTRAND AV,NEWKIRK AV,NW,998509.63222998,172495.04482363,998540.71287648,172464.39593481
30230012,BKN023,9486,POINT (-73.97639057145086 40.68541300674634),NW corner of HANSON PL and FT GREENE PL,Standard Wire Basket,DSNY-owned,HANSON PL,FT GREENE PL,NW,990798.27363698,188988.74444772,990825.80376564,188967.62408313
30230014,BKN023,9487,POINT (-73.97475581533102 40.68704456739172),SW corner of LAFAYETTE AV and S PORTLAND AV,Standard Wire Basket,DSNY-owned,LAFAYETTE AV,S PORTLAND AV,SW,991251.48795365,189583.29575205,991273.46559998,189617.17298089
30520017,BKN052,9488,POINT (-73.8731170972814 40.68325506115117),SW corner of FULTON ST and PINE ST,Standard Wire Basket,DSNY-owned,FULTON ST,PINE ST,SW,1019441.41451331,188227.1459053,1019448.38070673,188261.64452396
30510021,BKN051,9489,POINT (-73.89980976234338 40.67670182391594),SE corner of JAMAICA AV and ALABAMA AV,High-End Basket,DSNY-owned,JAMAICA AV,ALABAMA AV,SE,1012040.92964239,185830.01946597,1012007.18627156,185862.35306272
20720116,BX072,9490,POINT (-73.89407772280411 40.86405650006154),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1013548.33115515,254091.40492454,1013517.337868,254088.66485002
10310118,MN031,9491,POINT (-73.98839625622078 40.716301628882604),Location Description T/K,High-End Basket,Privately owned,Street Name TBD,,Direction TBD,987467.10936756,200241.71800472,987476.25581494,200264.56674806
20610005,BX061,9492,POINT (-73.89128736249813 40.861402695922564),S corner of WEBSTER AV and E FORDHAM RD,High-End Basket,DSNY-owned,WEBSTER AV,E FORDHAM RD,S,1014321.33977973,253125.46755196,1014297.05636373,253177.61803822
20610147,BX061,9493,POINT (-73.89047042639523 40.860988077560904),W corner of 3 AV and E FORDHAM RD,PSR Silver Bullet BlackTop Basket,DSNY-owned,3 AV,E FORDHAM RD,W,1014547.50074473,252974.6876698,1014563.95838898,252990.62989514
30510010,BKN051,9494,POINT (-73.88305836591215 40.68059458013346),NW corner of FULTON ST and ESSEX ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,ESSEX ST,NW,1016685.49614064,187254.01957071,1016714.07187089,187236.9451298
30530005,BKN053,9495,POINT (-73.87046730823533 40.67282764343803),SW corner of SUTTER AV and PINE ST,Standard Wire Basket,DSNY-owned,SUTTER AV,PINE ST,SW,1020181.95141806,184429.2184618,1020193.1397159,184475.1199448
20710114,BX071,9496,POINT (-73.89505940895835 40.86223953831938),Unknown corner on E FORDHAM RD,High-End Basket,BID-owned,E FORDHAM RD,E FORDHAM RD,N,1013277.59153914,253429.08899197,1013358.52838515,253398.43944697
20710115,BX071,9497,POINT (-73.89538096637656 40.86231130676284),NE corner of E FORDHAM RD and VALENTINE AV,High-End Basket,BID-owned,E FORDHAM RD,VALENTINE AV,NE,1013188.61566722,253455.13060655,1013090.29991898,253463.41372646
30510149,BKN051,9498,POINT (-73.88268990891513 40.6804466961769),SE corner of FULTON ST and ESSEX ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,ESSEX ST,SE,1016787.76398073,187200.2778803,1016753.3040759,187215.08165647
30340010,BKN034,9499,POINT (-73.92562965567662 40.67999854527344),SW corner of PATCHEN AV and MARION ST,High-End Basket,DSNY-owned,PATCHEN AV,MARION ST,SW,1004878.05157973,187023.97344288,1004898.77726007,187037.57216896
30520018,BKN052,9500,POINT (-73.87334194501508 40.68343731016469),NW corner of FULTON ST and PINE ST,Standard Wire Basket,DSNY-owned,FULTON ST,PINE ST,NW,1019378.95696107,188293.45417163,1019398.68592423,188281.4410723
30510096,BKN051,9501,POINT (-73.88119444624151 40.680894907971556),SW corner of FULTON ST and HIGHLAND PL,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,HIGHLAND PL,SW,1017202.3267999,187364.13319564,1017212.71916756,187406.37064396
30430019,BKN043,9502,POINT (-73.90483249565236 40.691263665678534),E corner of KNICKERBOCKER AV and DECATUR ST,Standard Wire Basket,DSNY-owned,KNICKERBOCKER AV,DECATUR ST,E,1010641.97279465,191133.76312354,1010595.23240256,191140.62498647
30330078,BKN033,9503,POINT (-73.9356402410514 40.685085480711514),NW corner of JEFFERSON AV and LEWIS AV,Standard Wire Basket,DSNY-owned,JEFFERSON AV,LEWIS AV,NW,1002100.11520648,188875.09178789,1002131.08266422,188851.5875698
30510106,BKN051,9504,POINT (-73.88125773731403 40.68117263186504),NW corner of FULTON ST and HIGHLAND PL,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,HIGHLAND PL,NW,1017184.63523422,187465.29211405,1017209.9271784,187444.14615896
30340011,BKN034,9505,POINT (-73.92988433343348 40.68620746134437),SW corner of MALCOLM X BLVD and PUTNAM AV,Standard Wire Basket,DSNY-owned,MALCOLM X BLVD,PUTNAM AV,SW,1003696.14711939,189285.08703089,1003714.44235839,189322.31169397
30510025,BKN051,9506,POINT (-73.89611836594214 40.677492092689704),NE corner of FULTON ST and NEW JERSEY AV,Standard Wire Basket,DSNY-owned,FULTON ST,NEW JERSEY AV,NE,1013064.4984614,186119.12945205,1013051.41515423,186093.46972646
30510005,BKN051,9507,POINT (-73.88275916056328 40.68069000493617),NE corner of FULTON ST and ESSEX ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,ESSEX ST,NE,1016768.43757582,187288.89646946,1016749.55408339,187251.89260647
30510012,BKN051,9508,POINT (-73.88370152657883 40.68036652541824),NE corner of FULTON ST and LINWOOD ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,LINWOOD ST,NE,1016507.21861006,187170.6952623,1016497.75996757,187145.63297647
30510027,BKN051,9509,POINT (-73.8957266675643 40.670489599375486),SW corner of PENNSYLVANIA AV and BELMONT AV,Standard Wire Basket,DSNY-owned,PENNSYLVANIA AV,BELMONT AV,SW,1013176.18229315,183568.05253321,1013198.08480839,183594.34086646
30510015,BKN051,9510,POINT (-73.88387567084821 40.68006501336675),SW corner of FULTON ST and LINWOOD ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,LINWOOD ST,SW,1016459.06319456,187060.78176822,1016469.92209673,187096.0202148
30540016,BKN054,9511,POINT (-73.89382046199599 40.66302995472203),SW corner of PENNSYLVANIA AV and RIVERDALE AV,Standard Wire Basket,DSNY-owned,PENNSYLVANIA AV,RIVERDALE AV,SW,1013708.26423423,180850.93099897,1013724.71433257,180897.31213979
30510028,BKN051,9512,POINT (-73.8915208140681 40.67791748590723),SE corner of VAN SICLEN AV and FULTON ST,High-End Basket,DSNY-owned,VAN SICLEN AV,FULTON ST,SE,1014339.54873282,186275.65801038,1014318.7813859,186304.13531563
30520022,BKN052,9513,POINT (-73.87048811583412 40.678049506114796),SE corner of LIBERTY AV and CRESCENT ST,Standard Wire Basket,DSNY-owned,LIBERTY AV,CRESCENT ST,SE,1020173.36678956,186331.68152039,1020136.29927839,186364.1417573
20710089,BX071,9514,POINT (-73.89746637519754 40.86264500861238),NW corner of E FORDHAM RD and GRAND CONCOURSE,High-End Basket,BID-owned,E FORDHAM RD,GRAND CONCOURSE,NW,1012611.63781856,253576.0289868,1012637.61578497,253538.88798496
30510016,BKN051,9515,POINT (-73.88394118891227 40.680305400884976),NW corner of FULTON ST and LINWOOD ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,LINWOOD ST,NW,1016440.77484532,187148.33769546,1016463.6097734,187131.7780173
30520023,BKN052,9516,POINT (-73.86443952798 40.67923450746832),NW corner of FORBELL ST and 101 AV,Standard Wire Basket,DSNY-owned,FORBELL ST,101 AV,NW,1021850.4060864,186765.94935264,1021884.76362923,186737.1921923
30510029,BKN051,9517,POINT (-73.89021576499776 40.672884286888575),NE corner of PITKIN AV and VAN SICLEN AV,Standard Wire Basket,DSNY-owned,PITKIN AV,VAN SICLEN AV,NE,1014703.83146881,184442.37230688,1014690.30295256,184415.83200564
30430020,BKN043,9518,POINT (-73.90478609693506 40.688963050159586),E corner of WILSON AV and MOFFAT ST,High-End Basket,DSNY-owned,WILSON AV,MOFFAT ST,E,1010655.75098231,190295.59616472,1010611.68906257,190292.5098848
30510130,BKN051,9519,POINT (-73.88362283957936 40.680158510578366),SE corner of FULTON ST and LINWOOD ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,LINWOOD ST,SE,1016529.14409114,187094.93852405,1016504.03620173,187109.99000314
30340014,BKN034,9520,POINT (-73.93532315811645 40.68511917757895),NE corner of LEWIS AV and JEFFERSON AV,Standard Wire Basket,DSNY-owned,LEWIS AV,JEFFERSON AV,NE,1002188.04678914,188887.43329863,1002171.47989315,188857.1387398
30520024,BKN052,9521,POINT (-73.87393900488273 40.683268938216514),NE corner of FULTON ST and EUCLID AV,High-End Basket,DSNY-owned,FULTON ST,EUCLID AV,NE,1019213.45105848,188231.87260188,1019182.65289173,188202.36970814
30530008,BKN053,9522,POINT (-73.8711469916834 40.67308394885969),NE corner of SUTTER AV and EUCLID AV,Standard Wire Basket,DSNY-owned,SUTTER AV,EUCLID AV,NE,1019993.27430198,184522.31965356,1019969.37047839,184474.2242773
30510020,BKN051,9523,POINT (-73.88450621086044 40.679851246995575),SE corner of FULTON ST and ELTON ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,ELTON ST,SE,1016284.2771268,186982.66939163,1016259.6830159,187006.73561646
30510031,BKN051,9524,POINT (-73.89577728959145 40.67072325715214),NW corner of PENNSYLVANIA AV and BELMONT AV,Standard Wire Basket,DSNY-owned,PENNSYLVANIA AV,BELMONT AV,NW,1013162.03829256,183653.16391155,1013189.20031174,183633.2613923
30510024,BKN051,9525,POINT (-73.88456343242575 40.68010095967701),NE corner of ELTON ST and FULTON ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,ELTON ST,FULTON ST,NE,1016268.28601706,187073.62590264,1016251.7401184,187043.20864064
30510032,BKN051,9526,POINT (-73.90010114413832 40.67660924583437),SW corner of E NEW YORK AV and ALABAMA AV,High-End Basket,DSNY-owned,E NEW YORK AV,ALABAMA AV,SW,1011960.14535515,185796.19833939,1011966.94225757,185839.30684897
30510026,BKN051,9527,POINT (-73.88474803557976 40.67978376261124),SW corner of ELTON ST and FULTON ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,ELTON ST,FULTON ST,SW,1016217.23592231,186957.99457222,1016224.75526422,186992.70021147
30510030,BKN051,9528,POINT (-73.8848301156111 40.680028833587144),NW corner of FULTON ST and ELTON ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,FULTON ST,ELTON ST,NW,1016194.3524379,187047.25095539,1016219.76839755,187030.83333729
30350012,BKN035,9529,POINT (-73.92328608533074 40.68496232438183),NW corner of HALSEY ST and RALPH AV,Standard Wire Basket,DSNY-owned,HALSEY ST,RALPH AV,NW,1005526.48958731,188832.98130781,1005554.03841673,188823.1722723
30520025,BKN052,9530,POINT (-73.86488407723475 40.67882411873386),SE corner of LIBERTY AV and ELDERT LA,Standard Wire Basket,DSNY-owned,LIBERTY AV,ELDERT LA,SE,1021727.3334979,186616.24263105,1021673.02520756,186645.2632423
20710061,BX071,9531,POINT (-73.89995861703463 40.8625584755437),N corner of E FORDHAM RD and MORRIS AV,PSR Silver Bullet BlackTop Basket,DSNY-owned,E FORDHAM RD,MORRIS AV,N,1011922.30947281,253543.70457639,1011919.24254981,253506.9995973
20720129,BX072,9532,POINT (-73.89129393500065 40.86198588420452),N corner of WEBSTER AV and E FORDHAM RD,High-End Basket,BID-owned,WEBSTER AV,E FORDHAM RD,N,1014319.25809097,253337.94317688,1014302.58423981,253296.62272146
20720131,BX072,9533,POINT (-73.89176448468189 40.86209949752601),NW corner of E FORDHAM RD and DECATUR AV,High-End Basket,BID-owned,E FORDHAM RD,DECATUR AV,NW,1014189.04968998,253379.17570597,1014174.81874731,253340.7204023
20720132,BX072,9534,POINT (-73.892556983563 40.862040674355725),NE corner of E FORDHAM RD and MARION AV,High-End Basket,BID-owned,E FORDHAM RD,MARION AV,NE,1013969.86574514,253357.47430579,1013930.39010231,253314.71323647
20720133,BX072,9535,POINT (-73.89352959550423 40.862190485564525),N corner of E FORDHAM RD and BAINBRIDGE AV,High-End Basket,BID-owned,E FORDHAM RD,BAINBRIDGE AV,N,1013700.76851431,253411.72780621,1013687.99721439,253357.52778338
20820046,BX082,9536,POINT (-73.91215955602574 40.8749012640376),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1008542.96550973,258037.04401489,1008551.70098405,258059.25764439
20940017,BX094,9537,POINT (-73.8633853317287 40.83251386233363),SE corner of WESTCHESTER AV and LELAND AV,Standard Wire Basket,DSNY-owned,WESTCHESTER AV,LELAND AV,SE,1022055.7127624,242610.99547072,1021998.15907173,242630.76806897
20730034,BX073,9538,POINT (-73.88418561869857 40.880678357557755),W corner of JEROME AV and W MOSHOLU PKWY N,High-End Basket,BID-owned,JEROME AV,W MOSHOLU PKWY N,W,1016276.46283798,260150.85966913,1016344.58146815,260096.66489564
